HIGH	mlgraph	libs/general/mlgraph/examples/vit_optimize.rs:33	let graph = build_vit(&config).expect("failed to build ViT graph");	Replace expect() with explicit error propagation and attach boundary-specific context.
HIGH	flashsieve	libs/performance/indexing/flashsieve/benches/release_bench.rs:279	.unwrap();	Replace unwrap() with explicit handling so malformed input and system failures cannot crash the process.
HIGH	flashsieve	libs/performance/indexing/flashsieve/benches/release_bench.rs:302	.unwrap();	Replace unwrap() with explicit handling so malformed input and system failures cannot crash the process.
HIGH	flashsieve	libs/performance/indexing/flashsieve/benches/release_bench.rs:332	.unwrap();	Replace unwrap() with explicit handling so malformed input and system failures cannot crash the process.
HIGH	flashsieve	libs/performance/indexing/flashsieve/benches/release_bench.rs:361	.unwrap();	Replace unwrap() with explicit handling so malformed input and system failures cannot crash the process.
HIGH	flashsieve	libs/performance/indexing/flashsieve/benches/release_bench.rs:396	.unwrap();	Replace unwrap() with explicit handling so malformed input and system failures cannot crash the process.
HIGH	flashsieve	libs/performance/indexing/flashsieve/benches/release_bench.rs:422	.unwrap();	Replace unwrap() with explicit handling so malformed input and system failures cannot crash the process.
HIGH	flashsieve	libs/performance/indexing/flashsieve/benches/release_bench.rs:430	let index = BlockIndex::from_bytes(bytes).unwrap();	Replace unwrap() with explicit handling so malformed input and system failures cannot crash the process.
HIGH	flashsieve	libs/performance/indexing/flashsieve/benches/release_bench.rs:449	.unwrap();	Replace unwrap() with explicit handling so malformed input and system failures cannot crash the process.
HIGH	flashsieve	libs/performance/indexing/flashsieve/benches/release_bench.rs:457	let recovered = BlockIndex::from_bytes(&bytes).unwrap();	Replace unwrap() with explicit handling so malformed input and system failures cannot crash the process.
HIGH	flashsieve	libs/performance/indexing/flashsieve/benches/release_bench.rs:479	let mut bloom = NgramBloom::new(size).unwrap();	Replace unwrap() with explicit handling so malformed input and system failures cannot crash the process.
HIGH	flashsieve	libs/performance/indexing/flashsieve/benches/release_bench.rs:528	.unwrap();	Replace unwrap() with explicit handling so malformed input and system failures cannot crash the process.
HIGH	flashsieve	libs/performance/indexing/flashsieve/benches/release_bench.rs:531	let bloom = NgramBloom::from_block(&data[..256], 1024).unwrap();	Replace unwrap() with explicit handling so malformed input and system failures cannot crash the process.
HIGH	manifestkit	libs/performance/indexing/manifestkit/debug_insert.rs:5	let dir = tempdir().unwrap();	Replace unwrap() with explicit handling so malformed input and system failures cannot crash the process.
HIGH	manifestkit	libs/performance/indexing/manifestkit/debug_insert.rs:6	let mut manifest = Manifest::open(dir.path().join("test.db")).unwrap();	Replace unwrap() with explicit handling so malformed input and system failures cannot crash the process.
HIGH	manifestkit	libs/performance/indexing/manifestkit/debug_insert.rs:21	.unwrap();	Replace unwrap() with explicit handling so malformed input and system failures cannot crash the process.
HIGH	rulekit	libs/performance/indexing/rulekit/benches/parse_rules.rs:19	let file = rulekit::RuleFile::parse_str(black_box(&input)).expect("benchmark parse");	Replace expect() with explicit error propagation and attach boundary-specific context.
CRITICAL	trigramkit	libs/performance/indexing/trigramkit/src/builder.rs:330	unsafe {	Remove the unsafe block or encapsulate it behind a proven safe abstraction with documented invariants.
CRITICAL	trigramkit	libs/performance/indexing/trigramkit/src/builder.rs:371	unsafe {	Remove the unsafe block or encapsulate it behind a proven safe abstraction with documented invariants.
CRITICAL	trigramkit	libs/performance/indexing/trigramkit/src/persistent.rs:293	let entries: &'static [IndexEntry] = unsafe { std::mem::transmute(entries_slice) };	Remove the unsafe block or encapsulate it behind a proven safe abstraction with documented invariants.
CRITICAL	trigramkit	libs/performance/indexing/trigramkit/src/persistent.rs:346	let slice = unsafe { std::slice::from_raw_parts(self.data.add(start), len) };	Remove the unsafe block or encapsulate it behind a proven safe abstraction with documented invariants.
CRITICAL	trigramkit	libs/performance/indexing/trigramkit/src/persistent.rs:421	unsafe {	Remove the unsafe block or encapsulate it behind a proven safe abstraction with documented invariants.
HIGH	ratelimit	libs/performance/io/ratelimit/benches/token_bucket.rs:7	let bucket = TokenBucket::new(1_000_000.0, 1_000_000).expect("benchmark bucket");	Replace expect() with explicit error propagation and attach boundary-specific context.
HIGH	ratelimit	libs/performance/io/ratelimit/benches/token_bucket.rs:18	let throttle = BandwidthThrottle::new(10_000_000).expect("benchmark throttle");	Replace expect() with explicit error propagation and attach boundary-specific context.
HIGH	walkkit	libs/performance/io/walkkit/src/lib.rs:202	let dir = tempdir().unwrap();	Replace unwrap() with explicit handling so malformed input and system failures cannot crash the process.
HIGH	walkkit	libs/performance/io/walkkit/src/lib.rs:204	let files: Vec<_> = files_only(walker.walk().unwrap().collect());	Replace unwrap() with explicit handling so malformed input and system failures cannot crash the process.
HIGH	walkkit	libs/performance/io/walkkit/src/lib.rs:210	let dir = tempdir().unwrap();	Replace unwrap() with explicit handling so malformed input and system failures cannot crash the process.
HIGH	walkkit	libs/performance/io/walkkit/src/lib.rs:211	std::fs::write(dir.path().join("test.txt"), "content").unwrap();	Replace unwrap() with explicit handling so malformed input and system failures cannot crash the process.
HIGH	walkkit	libs/performance/io/walkkit/src/lib.rs:213	let files: Vec<_> = files_only(walker.walk().unwrap().collect());	Replace unwrap() with explicit handling so malformed input and system failures cannot crash the process.
HIGH	walkkit	libs/performance/io/walkkit/src/lib.rs:220	let dir = tempdir().unwrap();	Replace unwrap() with explicit handling so malformed input and system failures cannot crash the process.
HIGH	walkkit	libs/performance/io/walkkit/src/lib.rs:222	std::fs::write(dir.path().join(format!("f{i}.js")), "content").unwrap();	Replace unwrap() with explicit handling so malformed input and system failures cannot crash the process.
HIGH	walkkit	libs/performance/io/walkkit/src/lib.rs:225	let files: Vec<_> = files_only(walker.walk().unwrap().collect());	Replace unwrap() with explicit handling so malformed input and system failures cannot crash the process.
HIGH	walkkit	libs/performance/io/walkkit/src/lib.rs:231	let dir = tempdir().unwrap();	Replace unwrap() with explicit handling so malformed input and system failures cannot crash the process.
HIGH	walkkit	libs/performance/io/walkkit/src/lib.rs:233	std::fs::create_dir_all(&nested).unwrap();	Replace unwrap() with explicit handling so malformed input and system failures cannot crash the process.
HIGH	walkkit	libs/performance/io/walkkit/src/lib.rs:234	std::fs::write(nested.join("deep.js"), "deep content").unwrap();	Replace unwrap() with explicit handling so malformed input and system failures cannot crash the process.
HIGH	walkkit	libs/performance/io/walkkit/src/lib.rs:235	std::fs::write(dir.path().join("top.js"), "top content").unwrap();	Replace unwrap() with explicit handling so malformed input and system failures cannot crash the process.
HIGH	walkkit	libs/performance/io/walkkit/src/lib.rs:237	let files: Vec<_> = files_only(walker.walk().unwrap().collect());	Replace unwrap() with explicit handling so malformed input and system failures cannot crash the process.
HIGH	walkkit	libs/performance/io/walkkit/src/lib.rs:243	let dir = tempdir().unwrap();	Replace unwrap() with explicit handling so malformed input and system failures cannot crash the process.
HIGH	walkkit	libs/performance/io/walkkit/src/lib.rs:244	std::fs::write(dir.path().join("sized.txt"), "12345").unwrap();	Replace unwrap() with explicit handling so malformed input and system failures cannot crash the process.
HIGH	walkkit	libs/performance/io/walkkit/src/lib.rs:246	let files: Vec<_> = files_only(walker.walk().unwrap().collect());	Replace unwrap() with explicit handling so malformed input and system failures cannot crash the process.
HIGH	walkkit	libs/performance/io/walkkit/src/lib.rs:253	let dir = tempdir().unwrap();	Replace unwrap() with explicit handling so malformed input and system failures cannot crash the process.
HIGH	walkkit	libs/performance/io/walkkit/src/lib.rs:254	std::fs::write(dir.path().join(".hidden"), "secret").unwrap();	Replace unwrap() with explicit handling so malformed input and system failures cannot crash the process.
HIGH	walkkit	libs/performance/io/walkkit/src/lib.rs:255	std::fs::write(dir.path().join("visible"), "open").unwrap();	Replace unwrap() with explicit handling so malformed input and system failures cannot crash the process.
HIGH	walkkit	libs/performance/io/walkkit/src/lib.rs:257	let files: Vec<_> = files_only(walker.walk().unwrap().collect());	Replace unwrap() with explicit handling so malformed input and system failures cannot crash the process.
HIGH	walkkit	libs/performance/io/walkkit/src/lib.rs:263	let dir = tempdir().unwrap();	Replace unwrap() with explicit handling so malformed input and system failures cannot crash the process.
HIGH	walkkit	libs/performance/io/walkkit/src/lib.rs:264	std::fs::write(dir.path().join("a.txt"), "a").unwrap();	Replace unwrap() with explicit handling so malformed input and system failures cannot crash the process.
HIGH	walkkit	libs/performance/io/walkkit/src/lib.rs:266	let files: Vec<_> = files_only(walker.walk().unwrap().collect());	Replace unwrap() with explicit handling so malformed input and system failures cannot crash the process.
HIGH	walkkit	libs/performance/io/walkkit/src/lib.rs:273	let items: Vec<_> = walker.walk().unwrap().collect();	Replace unwrap() with explicit handling so malformed input and system failures cannot crash the process.
HIGH	walkkit	libs/performance/io/walkkit/src/lib.rs:287	let dir = tempdir().unwrap();	Replace unwrap() with explicit handling so malformed input and system failures cannot crash the process.
HIGH	walkkit	libs/performance/io/walkkit/src/lib.rs:288	let target = tempdir().unwrap();	Replace unwrap() with explicit handling so malformed input and system failures cannot crash the process.
HIGH	walkkit	libs/performance/io/walkkit/src/lib.rs:289	std::fs::write(target.path().join("target.txt"), "data").unwrap();	Replace unwrap() with explicit handling so malformed input and system failures cannot crash the process.
HIGH	walkkit	libs/performance/io/walkkit/src/lib.rs:293	let files: Vec<_> = files_only(walker.walk().unwrap().collect());	Replace unwrap() with explicit handling so malformed input and system failures cannot crash the process.
HIGH	walkkit	libs/performance/io/walkkit/src/lib.rs:299	let dir = tempdir().unwrap();	Replace unwrap() with explicit handling so malformed input and system failures cannot crash the process.
HIGH	walkkit	libs/performance/io/walkkit/src/lib.rs:301	std::fs::write(dir.path().join(format!("file{i:04}.txt")), "x").unwrap();	Replace unwrap() with explicit handling so malformed input and system failures cannot crash the process.
HIGH	walkkit	libs/performance/io/walkkit/src/lib.rs:304	let files: Vec<_> = files_only(walker.walk().unwrap().collect());	Replace unwrap() with explicit handling so malformed input and system failures cannot crash the process.
HIGH	wireshift	libs/performance/io/wireshift/benches/wireshift_bench.rs:23	.expect("clock")	Replace expect() with explicit error propagation and attach boundary-specific context.
HIGH	wireshift	libs/performance/io/wireshift/benches/wireshift_bench.rs:26	fs::create_dir_all(&root).expect("dir");	Replace expect() with explicit error propagation and attach boundary-specific context.
HIGH	wireshift	libs/performance/io/wireshift/benches/wireshift_bench.rs:30	fs::write(&path, "payload-data-here-0123456789".repeat(100)).expect("write");	Replace expect() with explicit error propagation and attach boundary-specific context.
HIGH	wireshift	libs/performance/io/wireshift/benches/wireshift_bench.rs:41	.expect("clock")	Replace expect() with explicit error propagation and attach boundary-specific context.
HIGH	wireshift	libs/performance/io/wireshift/benches/wireshift_bench.rs:45	.map(|i| u8::try_from(i % 256).expect("value is reduced modulo 256"))	Replace expect() with explicit error propagation and attach boundary-specific context.
HIGH	wireshift	libs/performance/io/wireshift/benches/wireshift_bench.rs:47	fs::write(&path, &data).expect("write");	Replace expect() with explicit error propagation and attach boundary-specific context.
HIGH	wireshift	libs/performance/io/wireshift/benches/wireshift_bench.rs:62	.expect("ring creation");	Replace expect() with explicit error propagation and attach boundary-specific context.
HIGH	wireshift	libs/performance/io/wireshift/benches/wireshift_bench.rs:71	let ring = Ring::new(RingConfig::default()).expect("ring creation");	Replace expect() with explicit error propagation and attach boundary-specific context.
HIGH	wireshift	libs/performance/io/wireshift/benches/wireshift_bench.rs:90	.expect("ring");	Replace expect() with explicit error propagation and attach boundary-specific context.
HIGH	wireshift	libs/performance/io/wireshift/benches/wireshift_bench.rs:93	let req = ring.submit(Nop).expect("submit");	Replace expect() with explicit error propagation and attach boundary-specific context.
HIGH	wireshift	libs/performance/io/wireshift/benches/wireshift_bench.rs:94	req.wait(None).expect("wait");	Replace expect() with explicit error propagation and attach boundary-specific context.
HIGH	wireshift	libs/performance/io/wireshift/benches/wireshift_bench.rs:107	let req = ring.submit(Nop).expect("submit");	Replace expect() with explicit error propagation and attach boundary-specific context.
HIGH	wireshift	libs/performance/io/wireshift/benches/wireshift_bench.rs:108	let _: () = req.wait(None).expect("wait");	Replace expect() with explicit error propagation and attach boundary-specific context.
HIGH	wireshift	libs/performance/io/wireshift/benches/wireshift_bench.rs:128	.expect("ring");	Replace expect() with explicit error propagation and attach boundary-specific context.
